Pin M14 name differs in MANUFACTURER and CAD pinout files MAN=rsvdgnd, CAD=cfgbvs_0.
Pin BD13 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_220, CAD=mgthrxn1_220.
Pin BE10 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_220, CAD=mgthtxn1_220.
Pin BF9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_220, CAD=mgthtxp0_220.
Pin BF14 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_220, CAD=mgthrxp0_220.
Pin BF13 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_220, CAD=mgthrxn0_220.
Pin BF8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_220, CAD=mgthtxn0_220.
Pin AY9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_221, CAD=mgthtxp3_221.
Pin AY4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_221, CAD=mgthrxp3_221.
Pin AY3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_221, CAD=mgthrxn3_221.
Pin AY8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_221, CAD=mgthtxn3_221.
Pin BA7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_221, CAD=mgthtxp2_221.
Pin BA2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_221, CAD=mgthrxp2_221.
Pin BA1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_221, CAD=mgthrxn2_221.
Pin BA6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_221, CAD=mgthtxn2_221.
Pin BB9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_221, CAD=mgthtxp1_221.
Pin BB4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_221, CAD=mgthrxp1_221.
Pin BB3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_221, CAD=mgthrxn1_221.
Pin BB8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_221, CAD=mgthtxn1_221.
Pin BC7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_221, CAD=mgthtxp0_221.
Pin BC2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_221, CAD=mgthrxp0_221.
Pin BC1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_221, CAD=mgthrxn0_221.
Pin BC6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_221, CAD=mgthtxn0_221.
Pin AT9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_222, CAD=mgthtxp3_222.
Pin AT4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_222, CAD=mgthrxp3_222.
Pin AT3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_222, CAD=mgthrxn3_222.
Pin AT8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_222, CAD=mgthtxn3_222.
Pin AU7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_222, CAD=mgthtxp2_222.
Pin AU2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_222, CAD=mgthrxp2_222.
Pin AU1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_222, CAD=mgthrxn2_222.
Pin AU6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_222, CAD=mgthtxn2_222.
Pin AV9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_222, CAD=mgthtxp1_222.
Pin AV4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_222, CAD=mgthrxp1_222.
Pin AV3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_222, CAD=mgthrxn1_222.
Pin AV8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_222, CAD=mgthtxn1_222.
Pin AW7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_222, CAD=mgthtxp0_222.
Pin AW2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_222, CAD=mgthrxp0_222.
Pin AW1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_222, CAD=mgthrxn0_222.
Pin AW6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_222, CAD=mgthtxn0_222.
Pin AM9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_224, CAD=mgthtxp3_224.
Pin AM4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_224, CAD=mgthrxp3_224.
Pin AM3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_224, CAD=mgthrxn3_224.
Pin AM8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_224, CAD=mgthtxn3_224.
Pin AN7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_224, CAD=mgthtxp2_224.
Pin AN2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_224, CAD=mgthrxp2_224.
Pin AN1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_224, CAD=mgthrxn2_224.
Pin AN6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_224, CAD=mgthtxn2_224.
Pin AP9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_224, CAD=mgthtxp1_224.
Pin AP4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_224, CAD=mgthrxp1_224.
Pin AP3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_224, CAD=mgthrxn1_224.
Pin AP8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_224, CAD=mgthtxn1_224.
Pin AR7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_224, CAD=mgthtxp0_224.
Pin AR2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_224, CAD=mgthrxp0_224.
Pin AR1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_224, CAD=mgthrxn0_224.
Pin AR6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_224, CAD=mgthtxn0_224.
Pin AH9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_225, CAD=mgthtxp3_225.
Pin AH4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_225, CAD=mgthrxp3_225.
Pin AH3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_225, CAD=mgthrxn3_225.
Pin AH8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_225, CAD=mgthtxn3_225.
Pin AJ7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_225, CAD=mgthtxp2_225.
Pin AJ2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_225, CAD=mgthrxp2_225.
Pin AJ1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_225, CAD=mgthrxn2_225.
Pin AJ6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_225, CAD=mgthtxn2_225.
Pin AK9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_225, CAD=mgthtxp1_225.
Pin AK4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_225, CAD=mgthrxp1_225.
Pin AK3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_225, CAD=mgthrxn1_225.
Pin AK8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_225, CAD=mgthtxn1_225.
Pin AL7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_225, CAD=mgthtxp0_225.
Pin AL2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_225, CAD=mgthrxp0_225.
Pin AL1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_225, CAD=mgthrxn0_225.
Pin AL6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_225, CAD=mgthtxn0_225.
Pin AD9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_226, CAD=mgthtxp3_226.
Pin AD4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_226, CAD=mgthrxp3_226.
Pin AD3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_226, CAD=mgthrxn3_226.
Pin AD8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_226, CAD=mgthtxn3_226.
Pin AE7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_226, CAD=mgthtxp2_226.
Pin AE2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_226, CAD=mgthrxp2_226.
Pin AE1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_226, CAD=mgthrxn2_226.
Pin AE6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_226, CAD=mgthtxn2_226.
Pin AF9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_226, CAD=mgthtxp1_226.
Pin AF4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_226, CAD=mgthrxp1_226.
Pin AF3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_226, CAD=mgthrxn1_226.
Pin AF8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_226, CAD=mgthtxn1_226.
Pin AG7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_226, CAD=mgthtxp0_226.
Pin AG2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_226, CAD=mgthrxp0_226.
Pin AG1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_226, CAD=mgthrxn0_226.
Pin AG6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_226, CAD=mgthtxn0_226.
Pin Y9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_227, CAD=mgthtxp3_227.
Pin Y4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_227, CAD=mgthrxp3_227.
Pin Y3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_227, CAD=mgthrxn3_227.
Pin Y8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_227, CAD=mgthtxn3_227.
Pin AA7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_227, CAD=mgthtxp2_227.
Pin AA2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_227, CAD=mgthrxp2_227.
Pin AA1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_227, CAD=mgthrxn2_227.
Pin AA6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_227, CAD=mgthtxn2_227.
Pin AB9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_227, CAD=mgthtxp1_227.
Pin AB4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_227, CAD=mgthrxp1_227.
Pin AB3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_227, CAD=mgthrxn1_227.
Pin AB8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_227, CAD=mgthtxn1_227.
Pin AC7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_227, CAD=mgthtxp0_227.
Pin AC2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_227, CAD=mgthrxp0_227.
Pin AC1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_227, CAD=mgthrxn0_227.
Pin AC6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_227, CAD=mgthtxn0_227.
Pin T9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_228, CAD=mgthtxp3_228.
Pin T4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_228, CAD=mgthrxp3_228.
Pin T3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_228, CAD=mgthrxn3_228.
Pin T8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_228, CAD=mgthtxn3_228.
Pin U7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_228, CAD=mgthtxp2_228.
Pin U2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_228, CAD=mgthrxp2_228.
Pin U1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_228, CAD=mgthrxn2_228.
Pin U6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_228, CAD=mgthtxn2_228.
Pin V9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_228, CAD=mgthtxp1_228.
Pin V4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_228, CAD=mgthrxp1_228.
Pin V3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_228, CAD=mgthrxn1_228.
Pin V8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_228, CAD=mgthtxn1_228.
Pin W7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_228, CAD=mgthtxp0_228.
Pin W2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_228, CAD=mgthrxp0_228.
Pin W1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_228, CAD=mgthrxn0_228.
Pin W6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_228, CAD=mgthtxn0_228.
Pin M9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_229, CAD=mgthtxp3_229.
Pin M4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_229, CAD=mgthrxp3_229.
Pin M3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_229, CAD=mgthrxn3_229.
Pin M8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_229, CAD=mgthtxn3_229.
Pin N7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_229, CAD=mgthtxp2_229.
Pin N2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_229, CAD=mgthrxp2_229.
Pin N1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_229, CAD=mgthrxn2_229.
Pin N6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_229, CAD=mgthtxn2_229.
Pin P9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_229, CAD=mgthtxp1_229.
Pin P4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_229, CAD=mgthrxp1_229.
Pin P3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_229, CAD=mgthrxn1_229.
Pin P8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_229, CAD=mgthtxn1_229.
Pin R7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_229, CAD=mgthtxp0_229.
Pin R2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_229, CAD=mgthrxp0_229.
Pin R1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_229, CAD=mgthrxn0_229.
Pin R6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_229, CAD=mgthtxn0_229.
Pin H9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_230, CAD=mgthtxp3_230.
Pin H4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_230, CAD=mgthrxp3_230.
Pin H3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_230, CAD=mgthrxn3_230.
Pin H8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_230, CAD=mgthtxn3_230.
Pin J7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_230, CAD=mgthtxp2_230.
Pin J2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_230, CAD=mgthrxp2_230.
Pin J1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_230, CAD=mgthrxn2_230.
Pin J6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_230, CAD=mgthtxn2_230.
Pin K9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_230, CAD=mgthtxp1_230.
Pin K4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_230, CAD=mgthrxp1_230.
Pin K3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_230, CAD=mgthrxn1_230.
Pin K8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_230, CAD=mgthtxn1_230.
Pin L7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_230, CAD=mgthtxp0_230.
Pin L2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_230, CAD=mgthrxp0_230.
Pin L1 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn0_230, CAD=mgthrxn0_230.
Pin L6 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn0_230, CAD=mgthtxn0_230.
Pin F13 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp3_231, CAD=mgthtxp3_231.
Pin E16 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp3_231, CAD=mgthrxp3_231.
Pin E15 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn3_231, CAD=mgthrxn3_231.
Pin F12 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn3_231, CAD=mgthtxn3_231.
Pin G11 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp2_231, CAD=mgthtxp2_231.
Pin G16 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp2_231, CAD=mgthrxp2_231.
Pin G15 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn2_231, CAD=mgthrxn2_231.
Pin G10 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn2_231, CAD=mgthtxn2_231.
Pin F9 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp1_231, CAD=mgthtxp1_231.
Pin F4 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp1_231, CAD=mgthrxp1_231.
Pin F3 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxn1_231, CAD=mgthrxn1_231.
Pin F8 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxn1_231, CAD=mgthtxn1_231.
Pin G7 name differs in MANUFACTURER and CAD pinout files MAN=mgtytxp0_231, CAD=mgthtxp0_231.
Pin G2 name differs in MANUFACTURER and CAD pinout files MAN=mgtyrxp0_231, CAD=mgthrxp0_231.
